# Q(1/A)  I_MAP  dI_MAP
1.353404172573438591e-02 1.067732851505279541e+02 1.668837595722974410e+00
1.377213502578438116e-02 1.005152626037597656e+02 1.558799328547355811e+00
1.401441690605879052e-02 9.461024522781372070e+01 1.456360854485097223e+00
1.426096105281544034e-02 8.903734159469604492e+01 1.360914739512603111e+00
1.451184244861408040e-02 8.377770686149597168e+01 1.271911830509427910e+00
1.476713739512118193e-02 7.881426835060119629e+01 1.188856454408795837e+00
1.502692353631585216e-02 7.413154673576354980e+01 1.111336706359662863e+00
1.529127988210407692e-02 6.971532154083251953e+01 1.038941340445512784e+00
1.556028683234832871e-02 6.555242514610290527e+01 9.713611483216476605e-01
1.583402620131997215e-02 6.163063120841979980e+01 9.082850265490040043e-01
1.611258124258174371e-02 5.793835592269897461e+01 8.494409854680716743e-01
1.639603667430805309e-02 5.446462869644165039e+01 7.946098896370371589e-01
1.668447870505072525e-02 5.119890022277832031e+01 7.435354740835861120e-01
1.697799505995792671e-02 4.813093590736389160e+01 6.959924694837761328e-01
1.727667500745444160e-02 4.525082468986511230e+01 6.517528667496647055e-01
1.758060938639126325e-02 4.254880833625793457e+01 6.106569548477330800e-01
1.788989063367283500e-02 4.001538121700286865e+01 5.724355816309705247e-01
1.820461281237024595e-02 3.764120709896087646e+01 5.369104745355743891e-01
1.852487164032907974e-02 3.541704559326171875e+01 5.039062500000000000e-01
1.885076451928053079e-02 3.333396339416503906e+01 4.732329578263192449e-01
1.918239056446456592e-02 3.138320118188858032e+01 4.446952959611783496e-01
1.951985063477431476e-02 2.955623331665992737e+01 4.181831736787682829e-01
1.986324736343071315e-02 2.784490041062235832e+01 3.935486293733477248e-01
2.021268518919684676e-02 2.624125686287879944e+01 3.706411713904534388e-01
2.056827038814129302e-02 2.473776012659072876e+01 3.493528650467979668e-01
2.093011110596037366e-02 2.332725989818572998e+01 3.295750141339695571e-01
2.129831739086902528e-02 2.200302755832672119e+01 3.111972356599940759e-01
2.167300122707015858e-02 2.075872611999511719e+01 2.941253212320281696e-01
2.205427656881297355e-02 1.958848309516906738e+01 2.782432047793070296e-01
2.244225937505033366e-02 1.848688864707946777e+01 2.634185704572074016e-01
2.283706764470593009e-02 1.744897723197937012e+01 2.496793598094238786e-01
2.323882145256173787e-02 1.647022962570190430e+01 2.367957666585741028e-01
2.364764298577692533e-02 1.554650068283081055e+01 2.248130869684094313e-01
2.406365658104921493e-02 1.467411184310913086e+01 2.136418797502098454e-01
2.448698876242987044e-02 1.384970140457153320e+01 2.032376490520088064e-01
2.491776827980407907e-02 1.307034111022949219e+01 1.934579925282149671e-01
2.535612614804818102e-02 1.233330869674682617e+01 1.843919649239511294e-01
2.580219568687586174e-02 1.163624048233032227e+01 1.759764541134516413e-01
